observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
09/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/04/2022,,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,
02/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Orthosia gothica,Hebrew Character,Lepidoptera,Noctuidae,
10/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
09/04/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
10/04/2022,,Liocoris tripustulatus,Three Spotted Nettle Bug,Hemiptera,Miridae,
10/04/2022,,Epistrophe eligans,Spring Epistrophe,Diptera,Syrphidae,
10/04/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
10/04/2022,,Esperia sulphurella,Sulphur Tubic,Lepidoptera,Oecophoridae,
10/04/2022,,Tephritis formosa,,Diptera,Tephritidae,
10/04/2022,,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,,Eupeodes,Aphideaters,Diptera,Syrphidae,
09/04/2022,I am pretty sure the abdo pattern is a good fit for this species,Epistrophella euchroma,,Diptera,Syrphidae,
09/04/2022,,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,
09/04/2022,Several seen (and in other parts of Richmond Park too),Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
09/04/2022,Nymph about 2-3mm in length,Harpocera thoracica,handsome plant bug,Hemiptera,Miridae,
10/04/2022,,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,
09/04/2022,"There appears to be ""white dusting"" on the front of the thorax which indicates this species I believe.  Hopefully I am correct",Eudasyphora cyanella,,Diptera,Muscidae,
09/04/2022,3-4mm long,Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
10/04/2022,,Deraeocoris lutescens,,Hemiptera,Miridae,
10/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Bombus vestalis,Vestal Cuckoo Bumble bee,Hymenoptera,Apidae,
10/04/2022,On Cardamine pratensis,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,On Cardamine pratensis ,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,On Ficaria verna,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,On Taraxicum officinale agg,Sphaerophoria,Globetails,Diptera,Syrphidae,
10/04/2022,Found on a hazel ,Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,,Pipiza,Pitheads,Diptera,Syrphidae,
10/04/2022,,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,
10/04/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
10/04/2022,On Cardamine pratensis ,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
10/04/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
10/04/2022,,Nomada fucata,Painted Nomad Bee,Hymenoptera,Apidae,
10/04/2022,,Andrena cineraria,Ashy Mining Bee,Hymenoptera,Andrenidae,
10/04/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
10/04/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
10/04/2022,,Scathophaga stercoraria,Yellow Dung Fly,Diptera,Scathophagidae,
10/04/2022,,Limnephilus vittatus,,Trichoptera,Limnephilidae,
10/04/2022,,Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
10/04/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
10/04/2022,,Epistrophe eligans,Spring Epistrophe,Diptera,Syrphidae,
10/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
10/04/2022,,Cecidophyes rouhollahi,Galium gall mite,Sarcoptiformes,Eriophyidae,
10/04/2022,,Andrena nitida,Grey-patched Mining Bee,Hymenoptera,Andrenidae,
10/04/2022,,Euproctis chrysorrhoea,Brown-tail Moth,Lepidoptera,Erebidae,
11/04/2022,,Lycia hirtaria,Brindled Beauty Moth,Lepidoptera,Geometridae,
11/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
11/04/2022,"In the garden on my spinach plants 
",Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
10/04/2022,Male,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
10/04/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
10/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
11/04/2022,,Sphaerophoria scripta,Common Globetail,Diptera,Syrphidae,
11/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
10/04/2022,,Pieris rapae,Small White,Lepidoptera,Pieridae,
11/04/2022,,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
11/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
11/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
11/04/2022,,Adalia decempunctata,10-spot Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
11/04/2022,,Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
11/04/2022,,Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
11/04/2022,,Andrena cineraria,Ashy Mining Bee,Hymenoptera,Andrenidae,
11/04/2022,,Formica polyctena × rufa,Hybrid Wood Ant,Hymenoptera,Formicidae,
11/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
11/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
11/04/2022,,Pieris rapae,Small White,Lepidoptera,Pieridae,
11/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
11/04/2022,,Sialis,Holarctic Alderflies,Megaloptera,Sialidae,
11/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
11/04/2022,,Celastrina argiolus,Holly Blue,Lepidoptera,Lycaenidae,
11/04/2022,,Cheilosia pagana,Parsley Blacklet,Diptera,Syrphidae,
11/04/2022,Pair on fox carcass ,Nicrophorus humator,Black Burying Beetle,Coleoptera,Silphidae,
11/04/2022,,Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
11/04/2022,,Celastrina argiolus,Holly Blue,Lepidoptera,Lycaenidae,
11/04/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
12/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
12/04/2022,,Orthosia gothica,Hebrew Character,Lepidoptera,Noctuidae,
12/04/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
12/04/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
12/04/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
12/04/2022,,Cimbex femoratus,Birch Clubhorn,Hymenoptera,Cimbicidae,
12/04/2022,,Emmelina monodactyla,Common Plume Moth,Lepidoptera,Pterophoridae,
12/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
12/04/2022,,Cimbex femoratus,Birch Clubhorn,Hymenoptera,Cimbicidae,
11/04/2022,,Andrena nigroaenea,Buffish Mining Bee,Hymenoptera,Andrenidae,
11/04/2022,,Nomada goodeniana,Gooden's Nomad Bee,Hymenoptera,Apidae,
12/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
11/04/2022,Seen in a back garden. The grid squares are 2mm.,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
12/04/2022,,Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
12/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
12/04/2022,,Amaurobius ferox,Black Laceweaver,Araneae,Amaurobiidae,
12/04/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
12/04/2022,,Milax gagates,smooth jet slug,Stylommatophora,Milacidae,
12/04/2022,,Deroceras reticulatum,Netted Field Slug,Stylommatophora,Agriolimacidae,
12/04/2022,,Cornu aspersum,Garden Snail,Stylommatophora,Helicidae,
12/04/2022,,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae,
12/04/2022,,Dysdera crocata,Woodlouse Spider,Araneae,Dysderidae,
12/04/2022,,Gymnoscelis rufifasciata,Double-striped Pug,Lepidoptera,Geometridae,
12/04/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
12/04/2022,,Exochomus quadripustulatus,Pine Ladybird,Coleoptera,Coccinellidae,
12/04/2022,,Anaglyptus mysticus,Rufous-shouldered Longhorn Beetle,Coleoptera,Cerambycidae,
12/04/2022,,Agelastica alni,Alder Leaf Beetle,Coleoptera,Chrysomelidae,
12/04/2022,,Adalia bipunctata,2-spot Ladybird,Coleoptera,Coccinellidae,
12/04/2022,,Phlogophora meticulosa,Angle Shades,Lepidoptera,Noctuidae,
12/04/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
12/04/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
12/04/2022,,Cepaea hortensis,White-lipped Snail,Stylommatophora,Helicidae,
12/04/2022,,Cepaea nemoralis,Brown-lipped Snail,Stylommatophora,Helicidae,
10/04/2022,Tawny mining bee or red mason bee?,Andrena fulva,Tawny Mining Bee,Hymenoptera,Andrenidae,
12/04/2022,,Euplagia quadripunctaria,Jersey Tiger,Lepidoptera,Erebidae,
12/04/2022,,Nepa cinerea,Eurasian Water Scorpion,Hemiptera,Nepidae,
22/03/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
13/04/2022,,Nola confusalis,Least Black Arches,Lepidoptera,Nolidae,
13/04/2022,,Endrosis sarcitrella,White-shouldered House Moth,Lepidoptera,Oecophoridae,
12/04/2022,Beaten from Hawthorn (Crataegus sp) with Clematis vitalba present nearby,Leptophloeus clematidis,,Coleoptera,Laemophloeidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus pedicularius,,Coleoptera,Curculionidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Lochmaea crataegi,,Coleoptera,Chrysomelidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Lochmaea crataegi,,Coleoptera,Chrysomelidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus pedicularius,,Coleoptera,Curculionidae,
10/04/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
13/04/2022,,Lycia hirtaria,Brindled Beauty Moth,Lepidoptera,Geometridae,
13/04/2022,,Xylocampa areola,Early Grey,Lepidoptera,Noctuidae,
13/04/2022,,Xylocampa areola,Early Grey,Lepidoptera,Noctuidae,
13/04/2022,,Xylocampa areola,Early Grey,Lepidoptera,Noctuidae,
13/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
13/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
12/04/2022,Nymph beaten from Hawthorn (Crataegus sp),Miris striatus,Fine Streaked Bugkin,Hemiptera,Miridae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Allophyes oxyacanthae,Green-brindled Crescent,Lepidoptera,Noctuidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Allophyes oxyacanthae,Green-brindled Crescent,Lepidoptera,Noctuidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Acrobasis advenella,Grey Knot-horn,Lepidoptera,Pyralidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Allophyes oxyacanthae,Green-brindled Crescent,Lepidoptera,Noctuidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp). With parasitic wasp larva,Gibbaranea gibbosa,Humped orbweb spider,Araneae,Araneidae,
12/04/2022,Beaten from Hawthorn (Crataegus sp),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
13/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
12/04/2022,,Issus,,Hemiptera,Issidae,
13/04/2022,Found on common comfrey,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
13/04/2022,,Pieris rapae,Small White,Lepidoptera,Pieridae,
13/04/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
13/04/2022,,Timarcha goettingensis,Lesser Bloody-nosed Beetle,Coleoptera,Chrysomelidae,
13/04/2022,,Celastrina argiolus,Holly Blue,Lepidoptera,Lycaenidae,
13/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
13/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
13/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
13/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
13/04/2022,There was a pair of them.,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
05/04/2022,"Part of the We Are Preston Heritage Project.  

Bee 2 sighting.
",Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
13/04/2022,"Part of the We Are Preston Heritage Project.

Bee 4 ",Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
10/04/2022,,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,Araneae,Zoropsidae,
10/04/2022,,Osmia bicornis,Red Mason Bee,Hymenoptera,Megachilidae,
10/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
13/04/2022,Large individual (queen?),Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
13/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
13/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
13/04/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
13/04/2022,,Pseudeuophrys lanigera,House Jumping Spider,Araneae,Salticidae,
13/04/2022,,Andrena nitida,Grey-patched Mining Bee,Hymenoptera,Andrenidae,
13/04/2022,,Lymnaea stagnalis,Great Pond Snail,,Lymnaeidae,
13/04/2022,,Planorbarius corneus,Great Ram's-horn,,Planorbidae,
13/04/2022,,Melanostoma scalare,Ladder-backed Hover Fly,Diptera,Syrphidae,
13/04/2022,,Syrphus,Common Flower Flies,Diptera,Syrphidae,
13/04/2022,♀,Anthocharis cardamines,orange-tip,Lepidoptera,Pieridae,
13/04/2022,♂,Anthocharis cardamines,orange-tip,Lepidoptera,Pieridae,
13/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
13/04/2022,,Epistrophe eligans,Spring Epistrophe,Diptera,Syrphidae,
13/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
13/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
02/04/2022,Peacock Butterfly,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
13/04/2022,On Sycamore (Acer pseudoplatanus) trunk,Lepiseodina latipennis,,Diptera,Psychodidae,
13/04/2022,On dead standing Sycamore (Acer pseudoplatanus),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,On Sycamore (Acer pseudoplatanus) trunk,Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,On dead standing Sycamore (Acer pseudoplatanus),Ctesias serra,,Coleoptera,Dermestidae,
13/04/2022,On Sycamore (Acer pseudoplatanus) trunk,Deraeocoris lutescens,,Hemiptera,Miridae,
13/04/2022,On dead standing Sycamore (Acer pseudoplatanus),Lepisma saccharinum,Common Silverfish,Zygentoma,Lepismatidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Tatianaerhynchites aequatus,Apple Fruit Weevil,Coleoptera,Attelabidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Lochmaea crataegi,,Coleoptera,Chrysomelidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
14/04/2022,,Lycia hirtaria,Brindled Beauty Moth,Lepidoptera,Geometridae,
14/04/2022,,Lycia hirtaria,Brindled Beauty Moth,Lepidoptera,Geometridae,
14/04/2022,,Xylocampa areola,Early Grey,Lepidoptera,Noctuidae,
14/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
14/04/2022,,Orthosia gothica,Hebrew Character,Lepidoptera,Noctuidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus pedicularius,,Coleoptera,Curculionidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Tatianaerhynchites aequatus,Apple Fruit Weevil,Coleoptera,Attelabidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
14/04/2022,,Deraeocoris lutescens,,Hemiptera,Miridae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Melanostoma scalare,Ladder-backed Hover Fly,Diptera,Syrphidae,
13/04/2022,,Dolycoris baccarum,Hairy Shield Bug,Hemiptera,Pentatomidae,
13/04/2022,,Pisaura mirabilis,European Nursery Web spider,Araneae,Pisauridae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Phyllobius pyri,Common Leaf Weevil,Coleoptera,Curculionidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Phyllobius pyri,Common Leaf Weevil,Coleoptera,Curculionidae,
14/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Tatianaerhynchites aequatus,Apple Fruit Weevil,Coleoptera,Attelabidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Tatianaerhynchites aequatus,Apple Fruit Weevil,Coleoptera,Attelabidae,
13/04/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
10/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
13/04/2022,,Limonia nubeculosa,Sixspot Cranefly,Diptera,Limoniidae,
14/04/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
14/04/2022,,Bombylius major,Greater Bee Fly,Diptera,Bombyliidae,
14/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
14/04/2022,,Pararge aegeria,Speckled Wood,Lepidoptera,Nymphalidae,
14/04/2022,,Celastrina argiolus,Holly Blue,Lepidoptera,Lycaenidae,
14/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
14/04/2022,,Apis mellifera,Western Honey Bee,Hymenoptera,Apidae,
14/04/2022,,Cetonia aurata,European Rose Chafer,Coleoptera,Scarabaeidae,
14/04/2022,,Vespula vulgaris,Common Wasp,Hymenoptera,Vespidae,
14/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
14/04/2022,,Epiphyas postvittana,Light Brown Apple Moth,Lepidoptera,Tortricidae,
14/04/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
13/04/2022,,Bombus pratorum,Early Bumble Bee,Hymenoptera,Apidae,
14/04/2022,,Andrena cineraria,Ashy Mining Bee,Hymenoptera,Andrenidae,
14/04/2022,,Andrena cineraria,Ashy Mining Bee,Hymenoptera,Andrenidae,
14/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
14/04/2022,,Eristalis pertinax,Tapered Drone Fly,Diptera,Syrphidae,
14/04/2022,,Andrena nitida,Grey-patched Mining Bee,Hymenoptera,Andrenidae,
14/04/2022,,Aglaostigma aucupariae,,Hymenoptera,Tenthredinidae,
14/04/2022,,Phlogophora meticulosa,Angle Shades,Lepidoptera,Noctuidae,
14/04/2022,,Bombus pratorum,Early Bumble Bee,Hymenoptera,Apidae,
14/04/2022,,Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
14/04/2022,,Pieris napi,Green-veined White,Lepidoptera,Pieridae,
13/04/2022,,Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
13/04/2022,,Euleia heraclei,Celery Fly,Diptera,Tephritidae,
13/04/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
13/04/2022,,Euleia heraclei,Celery Fly,Diptera,Tephritidae,
13/04/2022,,Euleia heraclei,Celery Fly,Diptera,Tephritidae,
15/04/2022,,Lycia hirtaria,Brindled Beauty Moth,Lepidoptera,Geometridae,
15/04/2022,,Xylocampa areola,Early Grey,Lepidoptera,Noctuidae,
15/04/2022,,Orthosia cerasi,Common Quaker,Lepidoptera,Noctuidae,
15/04/2022,,Eudonia angustea,Narrow-winged Grey,Lepidoptera,Crambidae,
